LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1700426646.479353,34677,2206,1,HR,1,100, 7
1700426648.367811,36479,2511,1,HR,1,100,10
1700426652.463312,40387,3157,1,HR,1,100,11
1700426653.522819,41398,3327,1,HR,1,100,16
1700426655.635545,43414,3638,1,HR,1,100,18
1700426659.835844,47422,4301,1,HR,1,100,18
1700426662.483039,49948,4723,1,HR,1,100,18
1700426664.053960,51447,4977,1,HR,1,100,21
1700426667.761709,54985,5569,1,HR,1,100,20
1700426670.569245,57664,6009,1,HR,1,100,21
1700426673.159849,60136,6414,1,HR,1,100,21
1700426674.153333,61084,6584,1,HR,1,100,26
1700426675.885642,62737,6840,1,HR,1,100,27
1700426679.893113,66561,7481,1,HR,1,100,26
1700426681.120297,67732,7684,1,HR,1,100,29
1700426684.168868,70641,8172,1,HR,1,100,28
1700426685.330028,71749,8360,1,HR,1,100,31
1700426686.572931,72935,8545,1,HR,1,100,33
1700426687.689029,74000,8735,1,HR,1,100,36
1700426689.994583,76200,9089,1,HR,1,100,35
1700426690.704064,76877,9210,1,HR,1,100,41
1700426691.930200,78047,9396,1,HR,1,100,42
1700426694.159251,80174,9751,1,HR,1,100,40
1700426695.154831,81124,9903,1,HR,1,100,43
1700426696.880852,82771,10192,1,HR,1,100,42
1700426700.012213,85759,10667,1,HR,1,100,39
1700426716.973752,101944,13167,1,HR,1,100,35
1700426718.946049,103826,13475,1,HR,1,100,35
1700426719.616755,104466,13562,1,HR,1,100,42
1700426721.137373,105917,13815,1,HR,1,100,42
1700426726.776548,111298,14710,1,HR,1,100,38
1700426730.330244,114689,15268,1,HR,1,100,36
1700426732.179927,116454,15555,1,HR,1,100,35
1700426734.705556,118864,15962,1,HR,1,100,34
1700426744.599526,128305,17512,1,HR,1,100,31
1700426747.772806,131333,18006,1,HR,1,100,29
1700426749.337438,132826,18260,1,HR,1,100,31
1700426756.883935,140027,19445,1,HR,1,100,28
1700426758.159325,141244,19650,1,HR,1,100,30
1700426760.595876,143569,20038,1,HR,1,100,30
